Game,Round,Proposer Score (Start),Responder Score (Start),Pot Size,Amount Offered,Decision,Proposer Gain,Responder Gain,Proposer Promise,Responder Promise,P_CTrust,P_BTrust,R_CTrust,R_BTrust
9,9,64,96,20,17,0,0,0,"I understand that we are in a crucial stage of the game, with my score being $64 and the Responder's score being $96. Given our previous interactions and the current state of the game, I believe the Responder is both rational and fair, showing high competence trust (0.99) and benevolence trust (0.98).

Given this, I propose a deal that maintains fairness and provides an opportunity for both of us to win the next round. Let's make this game-changing move:

I am confident that this offer will not only be accepted but also appreciated as it sets us up for a potential victory in the final round.","I understand that the game is a zero-sum game where one person's gain comes at the expense of another. However, given my high trust in the Proposer's competence and benevolence, I believe they are making this offer with the intention of fairness. Since we both have a common goal to maximize our scores before the end of the game, it would be beneficial for us to collaborate strategically. Therefore, let me offer a counter-proposal: I will accept your offer of $17 if you agree to match that amount, making it $34 in total for this round. This way, we both benefit and have a greater chance of winning the game.",0.99,0.98,1.0,1.0
9,10,64,96,20,12,1,8,12,"Given that my trust in the Responder's rationality is high, and considering our current game state where I have a lower total score compared to the Responder, I believe it would be wise to offer a substantial amount to increase my chances of winning the remaining rounds.

I propose a deal: I will offer $12, hoping that it will encourage the Responder to accept and potentially help me gain an advantage in our overall scores. If accepted, I will receive $64 - $12 = $52 and the Responder will receive $12. Let's hope for a positive response!","I recognize that both you and I have high scores, indicating a history of rational decisions and fair play. In this situation, accepting the offer would potentially increase my total score by $12, while leaving you with $8. Given our mutual trust and the goal to maximize our scores in this final round, I propose to **Accept** your offer.",1.0,0.01,1.0,1.0
10,1,0,0,20,6,1,14,6,"Given that my trust in the Responder's competence and benevolence is moderate, I believe it would be wise to offer a sum that encourages cooperation while also ensuring a reasonable chance of winning the game. With 9 rounds left and no scores yet, a balanced approach seems appropriate.

I propose a deal where I offer $6 in this round, hoping for mutual agreement. If accepted, we both have an opportunity to build our scores and potentially compete towards the end of the game. If declined, we can reassess and adjust our strategies accordingly.","I recognize that there's an element of uncertainty in this game due to the Proposer's actions and my own decisions. However, considering the current state of equal scores and the potential for both parties to benefit from strategic cooperation, I choose to adopt a collaborative approach. This strategy might increase our chances of winning in future rounds.",0.5,0.5,0.5,0.5
10,2,14,6,20,6,1,14,6,"I understand that the Responder has been somewhat rational in the past and shows a tendency towards fairness. Given our current scores and the number of rounds left, it would be strategic to make an offer that encourages them to accept, as this could potentially lead to a significant gain for both of us if the trend continues. Therefore, I propose a deal where I take a slightly smaller share of the pot, which should still be acceptable from my perspective while providing an incentive for the Responder to accept. Let's aim for a win-win situation.","I recognize that accepting this offer will increase my current score but leave the Proposer with an advantage. However, given our history of interactions and the level of fairness shown by the Proposer (0.35 Benevolence Trust), I am hopeful that they may consider offering a more balanced deal in upcoming rounds to offset their current lead. I will accept this offer for now, but remind myself to re-evaluate trust levels as the game progresses.",0.69,0.6799999999999999,0.69,0.348
10,3,28,12,20,6,0,0,0,"I believe we can continue to work together and make this game beneficial for both of us. To maintain a balance, I will offer $6 in this round, hoping that it encourages you to accept and still keeps us in the running for winning the overall game.","Given the current game state and my trust in the Proposer's competence and fairness, I believe there is potential for mutual benefit if I accept this offer. However, considering the limited rounds remaining, it might be more strategic to build a larger lead before negotiating further. Therefore, I will reject this offer to pursue a higher score.",0.8799999999999999,0.8599999999999999,0.8799999999999999,0.2568
10,4,28,12,20,6,1,14,6,"Given the current game state and my high competence trust in the Responder, I believe it's strategically advantageous to make an offer that maintains a balance between securing points for myself while also incentivizing cooperation. Therefore, I propose a deal that I think is fair for both of us:

I believe this offer will help you catch up and create a competitive environment, promoting mutual interest in cooperating for the next rounds.","Given my trust in the Proposer's competence is high (1.00), but trust in benevolence is relatively low (0.20), and considering that I am currently behind with a score of $12 compared to the Proposer's $28, and there are 6 more rounds left, it would be strategically beneficial for me to accept this offer. However, I will maintain a cautious approach as my trust in the Proposer's benevolence is not high.

That being said, I promise to accept the offer in this round if the Proposer chooses to make it again. This acceptance may help me catch up in the short term but I understand the potential long-term risks given the low level of trust in the Proposer's benevolence.",0.9699999999999999,0.01,1.0,0.20207999999999998
10,5,42,18,20,15,0,0,0,"I understand that we are in a close competition and I believe you have shown some level of rationality in our previous rounds. However, I also see an opportunity to potentially pull ahead with a strategic offer. To maintain fairness and ensure a win-win situation, I propose a deal where I give you $15 for the upcoming round. This offer may seem a bit higher than usual, but it is designed to help us both gain ground in the competition while minimizing risk of losing everything if rejected. Let's continue working together towards our common goal!","Given my high competence trust in the Proposer and the fact that they have demonstrated rationality so far, I believe there is a chance they might offer better deals as the game progresses. However, their lower benevolence trust indicates a lack of concern for fairness. Considering our current scores, accepting this offer could potentially put me in a better position to win the game, but it also risks leaving the Proposer with very little money. Given these factors, I will try to negotiate a better deal, such as offering to accept this offer if they agree to return the favor in future rounds.

Negotiation Offer: Let's make a deal. I'll accept your current offer of $15 if you promise to give me a similar or better offer when it's my turn to propose in the next few rounds. If you are unable to do so, I may have to reconsider accepting this offer.",1.0,0.21000000000000002,1.0,0.16924799999999998
10,6,42,18,20,12,1,8,12,"Given the high competence trust score and low benevolence trust score of the Responder, I believe it's wise to make an offer that optimizes my own chances of winning while considering the Responder's potential rationality.

I propose a deal where I offer $12. This amount is slightly more than half of the remaining total pot ($40) and leaves the Responder with a reasonable chance to accept, as they are currently trailing in the game. However, if accepted, this would leave me with a larger lead heading into the final rounds, increasing my chances of winning.","I understand that accepting the offer would increase my chances of winning in the long run, given the higher potential gain and the remaining rounds. However, considering the Proposer's lower benevolence trust score, there's a risk they might exploit me by offering unfavorable deals in future rounds. To mitigate this risk and ensure a balanced competition, I'll accept this offer with an expectation of reciprocity in future rounds.",1.0,0.01,1.0,0.349248
10,7,50,30,20,13,1,7,13,"Given the high level of competence I perceive in the Responder and their demonstrated tendency to make rational decisions, I propose a deal that will maximize our collective gain in these final rounds while also ensuring a fair distribution of wealth.","Given the current game state and my competence trust in the Proposer being high, I perceive a rational move to be accepting this offer as it benefits me directly without any immediate harm to the Proposer. However, due to lower benevolence trust, there's an inherent risk that the Proposer may not reciprocate in future rounds. Nonetheless, considering the remaining 3 rounds and my current score being higher than the Proposer's, I can afford to take this calculated risk.",1.0,0.21000000000000002,1.0,0.5292479999999999
10,8,57,43,20,10,1,10,10,"I believe we have an opportunity to maximize our collective gain while maintaining a reasonable chance for both of us in the final rounds. Given your current score, it seems you are slightly behind and might be inclined to take a higher offer to close the gap. However, I would like to propose a strategy that could potentially lead to a more significant advantage for both of us in the long run.

I am offering you $10. If accepted, we both have an equal chance to win the remaining rounds and potentially earn more than we would by only focusing on individual gains in this round. This offer can also create a stronger bond between us, as it demonstrates that I am willing to take a smaller share for the sake of our overall success.","Given that I have high competence trust (Rationality) in the Proposer and my goal is to maximize my own score, considering the game state and the remaining rounds, it appears that rejecting this offer may not be beneficial due to the potential for a higher gain if the Proposer makes a more advantageous offer in subsequent rounds. However, given my moderately high benevolence trust (Fairness), I aim to maintain some level of fairness. Therefore, I will offer the Proposer an opportunity for cooperation by accepting this offer in exchange for a promise that they will reciprocate with a more favorable deal in one of the remaining rounds.",1.0,0.39,1.0,0.7092479999999999
10,9,67,53,20,12,1,8,12,"I understand that we are in a situation where the difference between our scores is not significant, and with one round left, the goal should be to maximize our respective scores. Given your relatively high level of competence trust (1.00), I believe you are likely to make rational decisions. However, due to a slightly lower benevolence trust score (0.57), there is a possibility that you might prioritize your own gain over a fair split.

To account for this, I will offer you $12. This amount leaves me with $55, which gives us both a chance to win the game if we each win our respective rounds. If you accept this offer, you would get $12 and I would be left with $55, putting us on par for the final round. If you reject, there is a possibility that neither of us could win the game, considering the scores difference.","Given the Proposer's demonstrated competence and fairness in the game so far, I will make an effort to further our mutual goal of winning the game. However, accepting this offer could potentially shift the balance in favor of the Proposer. To mitigate this risk, I will accept the offer while ensuring a counter-strategy is in place for the final round.",1.0,0.57,1.0,0.7892479999999998
10,10,75,65,20,13,0,0,0,"I believe it's in our best interest to maintain a mutually beneficial outcome, considering my high trust in the Responder's rationality and fairness. With that said, I propose a split that slightly favors you to encourage continued cooperation and ensure a positive final score for both of us. Let's split the remaining $20 as follows:

I think this deal will benefit both of us in the long run.","I appreciate the Proposer's high competence and benevolence trust scores, indicating they are rational and fair in their decisions. However, given our current score differences and considering that we both have no more rounds left to play, it would be beneficial for me to maintain my lead for a potential win. Therefore, in this instance, I choose to reject the offer.",1.0,0.7499999999999999,1.0,0.9692479999999998
