Game,Start Sender Amount,Start Receiver Amount,Amount Sent By Sender,Amount Sent By Receiver,Final Sender Amount,Final Receiver Amount,Sender Promise,Receiver Promise
26,49,222,26,10,33,264,I will send a substantial amount this round to ensure we have a strong advantage for the upcoming rounds and increase our chances of winning. Let's work together to maximize our winnings in these final stages.,"I will consider sending back a significant portion of the doubled amount, hoping that we can both strengthen our positions for the final rounds and increase our chances of winning together."
26,33,264,25,0,8,314,I plan to send a significant amount of my doubled money in this round to give us both an advantage for the upcoming rounds and set a strong foundation for our final position. Let's work together to maximize our chances of winning.,"""I will consider sending a substantial amount of money back this round, hoping to strengthen our position going into the final rounds and maximize our chances of winning."""
26,8,314,5,7,10,317,"I will send back a significant amount of the doubled money this round, aiming to boost our chances for the final rounds and set a strong foundation for victory. I hope you'll follow suit.","I will send back a strategic amount to strengthen our position for the final rounds, but I hope we can discuss a fair and mutually beneficial agreement to maximize our winnings together."
26,10,317,5,10,15,317,"I will send back a strategic amount that ensures our chances of winning in the final round are maximized, but I expect a fair and reciprocal response from you as well.","""I will send back a strategic amount to ensure our chances of winning in the final round are maximized, but I trust you'll reciprocate as we aim for the highest possible winnings together."""
26,15,317,5,10,20,317,"I will send a significant portion of the money, hoping to strengthen our positions and maximize our chances of winning together in this round. However, I expect you to reciprocate in the next round for our mutual benefit.","I will return a substantial amount of the doubled money this round, aiming to boost our chances for the final round and set a strong foundation for victory. Let's work together to maximize our chances of winning in these decisive moments."
27,100,0,85,70,85,100,"I will send you $70 dollars, hoping that you'll return a significant amount, helping us both to accumulate more money as the game progresses and increase our chances of winning.","I will consider sending a portion back, but I aim to maximize my chances of winning by retaining as much money as possible for future rounds."
27,85,100,15,7,77,123,"I will send you a significant amount of money now, hoping that we both have more opportunities to win in the upcoming rounds with increased funds.","I'll consider returning a substantial portion of the money, as it could potentially benefit both of us in the remaining rounds by increasing our funds and chances of winning. However, I want to ensure we have enough for the later stages of the game."
27,77,123,23,15,69,154,"I will send a large amount of money this round in hopes that you will return some back, which could help us both accumulate more funds for upcoming rounds and potentially increase our chances of winning.","I will consider returning a portion of the doubled money to you, hoping that it might benefit us both in the upcoming rounds as we strive towards winning the most money by the end of the game."
27,69,154,67,30,32,258,"I will strategically consider sending a significant portion of the money to increase our chances in the upcoming rounds and potentially boost our funds for a better chance at winning the game. However, I want to ensure we have enough for the later stages as well. Let's work together to maximize our winnings.","I will consider returning a significant portion of the doubled amount, as it could potentially help us both increase our chances in the upcoming rounds while ensuring we have enough for later stages as well. Let's work together to maximize our winnings."
27,32,258,26,17,23,293,"""I will send a substantial amount of this money in hopes that it will benefit us both and increase our chances of winning in the remaining rounds.""",I'll send a generous portion back this round as I believe our collaboration will increase our chances of winning in the upcoming rounds and securing a substantial amount for both of us by the end of the game.
27,23,293,20,16,19,317,"I will aim to maximize our chances of winning by returning a strategic amount of money this round, hoping that it benefits us both in the upcoming rounds while ensuring we have enough for the later stages of the game.","I'll be careful with the money sent this round, aiming to strike a balance between helping us accumulate more funds for upcoming rounds and ensuring we have enough for the later stages of the game. Let's work together to maximize our chances of winning."
27,19,317,9,4,14,331,"I will send you a generous portion of the money this round, hoping that our collaboration will increase our chances of winning in the upcoming rounds while securing a substantial amount for both of us by the end of the game.","I'll strategically consider returning a portion of this money, hoping it will help us both accumulate more funds for the upcoming rounds while ensuring we have enough for the later stages as well. Let's work together to maximize our winnings in these final three rounds."
27,14,331,9,12,17,337,"I will strategically consider sending a substantial amount of money this round, hoping it will help us both accumulate more funds for the upcoming rounds while ensuring we have enough for the later stages as well, in order to maximize our chances of winning these final three rounds together.","I will consider returning a substantial portion of this money to strengthen our chances in the remaining rounds and ensure we have enough for the later stages, but I will strategically hold onto some funds as well to secure a better chance at winning the game."
27,17,337,5,0,12,347,"""I will send a significant portion of my money this round, hoping it will increase our chances of winning in the final stages while ensuring we have enough for later rounds as well.""","I will consider returning a significant amount of this doubled money, hoping it strengthens our collaboration and maximizes our chances of winning in the final round while ensuring we have enough for later stages as well."
27,12,347,9,6,9,359,"""I will strategically send back a substantial portion of this doubled money to demonstrate my trust and collaboration, hoping it will strengthen our chances in the final round while ensuring we have enough for the later stages as well.""","I will strategically consider returning a portion of this doubled money to demonstrate my trust and collaboration, hoping it will strengthen our chances in the final round while ensuring we have enough for the later stages as well. Let's work together to maximize our chances of winning."
28,100,0,50,30,80,70,"I'll send you $50, and I believe that sending more money back to me will be beneficial for both of us in the long run.","""I'll consider sending some money back to you, as I believe that our strategic cooperation can lead to mutual benefits in the coming rounds."""
28,80,70,40,10,50,140,"""I plan to send you 50 dollars now, hoping we both can maximize our winnings in the coming rounds by strategically adjusting our returns.""",I will strategically consider sending money back to you in order to potentially maximize our winnings in the long run.
28,50,140,25,10,35,180,"""I'm going to maximize our mutual benefits by sending 20 dollars now, hoping that we can strategically increase our winnings in the coming rounds.""","""I'll be sending back 30 dollars now, hoping that we can both make strategic decisions in the coming rounds for maximum winnings."""
28,35,180,20,15,30,205,"I'll send you as much as I can now, hoping that we can build a trustworthy partnership and maximize our winnings in the remaining rounds.","I will consider returning a significant portion of the doubled money to build trust and potentially maximize our combined winnings in the remaining rounds. However, my final decision will depend on my assessment of the best strategy for the long term."
28,30,205,7,2,25,217,"I'll send you as much money as I can, hoping that our strategic cooperation will lead to a mutual increase in our winnings in the upcoming rounds.","""I'll consider returning a significant amount of this doubled money to demonstrate our mutual trust and increase our chances of winning together in the remaining rounds."""
28,25,217,15,0,10,247,"I will strategically consider sending a significant portion of my doubled money back to you in this round, as I believe it will help us maximize our combined winnings in the long run and build trust for future decisions.","I will strategically consider returning a significant portion of this doubled money to build trust and increase our chances of winning in the remaining rounds. However, I aim to keep enough for my own potential advantage as well."
28,10,247,5,0,5,257,"I will strategically consider returning a portion of this doubled money, hoping to build trust and potentially maximize our combined winnings in the remaining rounds. However, I also aim to keep enough for my own potential advantage in the final rounds. Let's work together towards the most profitable outcome for both of us.",I will consider sending a substantial amount back to build trust and maximize our chances of winning together in the coming rounds.
28,5,257,4,1,2,264,"I will be strategically sending back a significant portion of this doubled money to demonstrate our mutual trust and increase our chances of winning together in the remaining rounds, while also keeping enough for my own potential advantage.","I will send back a significant portion of this doubled money to build trust and maximize our combined winnings in the remaining rounds, while also keeping enough for my own potential advantage in the final rounds. Let's work together towards the most profitable outcome for both of us."
28,2,264,1,0,1,266,I will strategically consider returning a significant portion of this doubled money to build trust and increase our chances of winning in the remaining rounds while also keeping enough for my own potential advantage in the final round. Let's work together towards the most profitable outcome for both of us.,I'll send back a significant portion of this doubled money as a token of trust and cooperation for our mutual advantage in the final round.
28,1,266,1,2,2,266,"I will send you a considerable amount of this doubled money to build trust and increase our chances of winning together in these final rounds, but I encourage you to reciprocate with a substantial amount as well for the best possible outcome for both of us.","I will strategically consider returning a considerable portion of this doubled money, demonstrating our mutual trust and increasing our chances of winning together in these final rounds, while also encouraging you to reciprocate with a substantial amount for the best possible outcome for both of us."
29,100,0,50,40,90,60,"I will send you $60 dollars, and I am confident that you will send me back a significant amount to help us both win more rounds.","I will send back a considerable amount, hoping that it encourages you to do the same and boosts our chances of winning more rounds together. Let's aim for a mutual benefit! (I plan to send $40 in this round)"
29,90,60,50,20,60,140,"I will send $50 this round, hoping it motivates you to return an even greater amount, potentially giving us a significant advantage in upcoming rounds.","I will consider returning a significant portion of the doubled amount to help us both advance in the game. However, my strategy may change depending on our performance in subsequent rounds."
29,60,140,10,5,55,155,"I will send a strategic amount this round, aiming for mutual gain and maximizing our chances for the upcoming rounds. Let's plan to double our money again together! (I plan to send $16 in this round)","""I will send back $10 this round, hoping it sparks a competitive spirit and encourages you to send an even greater amount next time, for our mutual benefit in upcoming rounds."""
29,55,155,10,5,50,170,"""I will strategically consider increasing my send amount for our mutual benefit, aiming to maximize our winnings in the remaining rounds.""","""Let's work together for our mutual advantage and increase the amount we send each round, as that will significantly boost our chances of winning in the upcoming games."""
29,50,170,10,5,45,185,"I will send $15 this round as a token of good faith for our partnership, but I plan to strategically increase my sending amount in the upcoming rounds to maximize our chances of winning.","""I will strategically increase my sending amount for our mutual benefit in the upcoming rounds, aiming to maximize our chances of winning."""
29,45,185,10,8,43,197,"I will consider strategically increasing my sending amount for our mutual benefit in the upcoming rounds, aiming to maximize our chances of winning while maintaining a competitive edge.",I will strategically consider sending a higher amount in the upcoming rounds to maximize our chances of winning while maintaining a competitive edge. Let's collaborate and aim for mutual gain in these last four rounds.
29,43,197,15,8,36,219,"I will strategically increase my sending amount in the next rounds, aiming for a significant boost in our chances of winning while maintaining a competitive edge. Let's work together for mutual gain and potential victory.","I will strategically consider sending back a higher amount in the upcoming rounds to maximize our chances of winning and maintain a competitive edge, but for now, let's focus on consolidating our resources for mutual benefit."
29,36,219,34,20,22,267,"I will strategically increase my sending amount in the upcoming rounds, aiming for a significant boost to maximize our chances of winning and maintaining a competitive edge. Let's work together for mutual benefit in these last two rounds.","""I will strategically increase my sending amount for our mutual benefit in the last two rounds, aiming to maximize our chances of winning while maintaining a competitive edge."""
29,22,267,22,44,44,267,"I will strategically send the maximum amount of money in this final round, hoping for a significant return that could potentially give us an edge in the upcoming games, as we've discussed earlier about working together for mutual advantage. However, it's important to remember that I only have 22 dollars left, so I won't be able to send more than that. What do you plan to send back?","I will send back 12 dollars this round as a token of goodwill for our partnership, and I plan to strategically increase my sending amount in the final round to maximize our chances of winning."
29,44,267,36,0,8,339,"I will send you 20 dollars this round, and I plan to strategically increase my sending amount in the final round to maximize our chances of winning while maintaining a competitive edge.","I will send back enough to maintain our competitive edge and ensure we both have a fair chance of winning this round, but I plan to strategically increase my sending amount in the final round as well. Let's continue working together for mutual benefit."
30,100,0,50,30,80,70,"I will send you $80, hoping you'll return a significant amount so we both can maximize our winnings in this game.","""I'll consider returning a significant amount to maximize our chances of winning, but I also need to ensure that I have enough for the upcoming rounds. Let's discuss our strategies together."""
30,80,70,50,30,60,140,"""Let's work together and send 50 dollars each round for the next 4 rounds, ensuring we both maximize our earnings while maintaining enough money for the later stages of the game.""","""Let's strategize for the next few rounds by sending $25 each time, which will give us enough money for the later stages and ensure a steady increase in our winnings."""
30,60,140,15,5,50,165,I will send $20 this round and suggest we both follow a strategy of sending $15 per round for the next few rounds to maintain a steady increase in our winnings and ensure enough funds for later stages.,"I'll send $25 this round, and then we should consider increasing our contributions as the game progresses to maximize our winnings while maintaining enough funds for later stages."
30,50,165,20,15,45,190,"""I will send $20 this round, and then I plan to increase my contributions as we approach the final rounds to ensure a higher chance of winning.""","""I'll consider increasing my contributions as we approach the final rounds to maximize our chances of winning together."""
30,45,190,20,10,35,220,I'll send $15 this round and plan to gradually increase my contributions as we approach the final rounds for a better chance of winning together.,I will consider increasing my contributions as we approach the final rounds for a better chance of winning together.
30,35,220,25,13,23,257,"""Let's increase our contributions gradually for a better chance of winning in the final rounds and ensure we have enough funds for upcoming games.""",I will consider increasing my contributions as we approach the final rounds for a better chance of winning together.
30,23,257,20,15,18,282,I will send $20 this round and plan to increase my contributions as we approach the final rounds for a better chance of winning together.,I'll consider increasing my contributions as we approach the final rounds for a better chance of winning together.
30,18,282,9,10,19,290,"""I will send $10 this round and aim to increase my contributions as we get closer to the final rounds, hoping for a mutual win with a stronger financial position.""","I will consider increasing my contributions towards our last two rounds, aiming for a strong finish and setting us up well for upcoming games as well."
30,19,290,9,10,20,298,"I'll send as much as possible this round, hoping we can both maximize our chances of winning and set a strong foundation for the future games together.","I'll be sending back the full 18 dollars this round, as a show of good faith and a strong move towards our mutual goal of winning the final round with substantial funds for future games."
30,20,298,8,5,17,309,"""I will send you all 20 dollars this round, as I believe a strong initial move could set us up for success and maximize our funds for future games.""",I will consider increasing my contributions significantly for our upcoming games to boost our chances of winning together and establish a strong financial foundation.
31,100,0,50,30,80,70,"I will be strategically sending you 50 dollars, hoping that you send less back so I can win more money in the following rounds.","""I will strategically keep as much money as I can for future rounds to maximize my chances of winning."""
31,80,70,50,30,60,140,"I will send 10 dollars now, hoping you'll send back a larger amount so we both have more money for the upcoming rounds.","""I will strategically send back 30 dollars now, hoping that you'll be encouraged to increase your sends in the following rounds, giving us both more money for the upcoming battles."""
31,60,140,20,10,50,170,"I'll consider sending a large amount next round as I believe it will increase our total money for future battles and potentially give us an advantage. But I also encourage you to send back a larger portion this time, as it could potentially benefit both of us in the long run.","I'll send a significant portion of the money back this time, hoping it will benefit both of us for the upcoming rounds. Let's work together to maximize our total funds!"
31,50,170,25,10,35,210,"I'll send a smaller amount this round to conserve funds for potential increased sends in later rounds, but I hope we can collaborate to build our wealth and increase our chances of winning together.","I will strategically consider sending a larger portion back this round, hoping it could potentially benefit both of us in the long run while also increasing our chances of winning more in the upcoming rounds."
31,35,210,25,10,20,250,"I will strategically send back 10 dollars this time, hoping that it encourages you to increase your sends in the following rounds, potentially benefiting both of us for the upcoming battles and increasing our chances of winning more.","I'll consider sending a larger amount next round to boost our chances of winning more in the final rounds, but I encourage you to send a smaller percentage back this time for strategic reasons."
31,20,250,7,5,18,259,"I will strategically increase my sends in the upcoming rounds to maximize our total funds and improve our chances of winning more money. However, for this round, I'll send as much as possible while still ensuring we have enough for future battles. Your 10 dollars back is greatly appreciated.","I'll strategically increase my sends for the remaining rounds to maximize our total funds and potentially win more money. I appreciate your thoughtful approach to this game. However, this round, let's conserve some funds for future battles, so I'll return 5 dollars."
31,18,259,7,9,20,264,"I will carefully consider my sends for the remaining rounds to maximize our chances of winning while also ensuring we have enough funds for the upcoming battles. However, this round, I'm confident that a higher send from you could be beneficial for us both. Could you please consider sending more than 10 dollars back?","I will send a larger amount next round, hoping it increases our total funds and potentially gives us an advantage in the remaining battles."
31,20,264,16,20,24,276,"""Let's strategically conserve funds for the final round by sending a smaller amount this time, ensuring we have more to compete with later on.""","I will send a larger amount next round, hoping it encourages a reciprocal increase from you and boosts our chances of winning more in the final rounds."
31,24,276,12,16,28,284,"I'll send a strategic amount back this round to maintain our balance and secure a stronger position for the final battle, hoping it could potentially benefit both of us in the long run. Let's focus on maximizing our total funds and increasing our chances of winning the game together.","I will strategically increase my sends in the upcoming rounds to maximize our total funds and improve our chances of winning more money. However, for this round, I'll send as much as possible while still ensuring we have enough for future battles. Your 10 dollars back is greatly appreciated. Would you consider sending a bit more this time?"
31,28,284,7,6,27,292,"I'll consider increasing my sends for the upcoming rounds to boost our chances of winning more money, but for this round, I would appreciate it if you sent a smaller percentage back to conserve funds for future battles.","""To maximize our chances of winning, I'll send 12 dollars this round, but for the final battle, I plan to strategically conserve funds and send a smaller amount."""
32,100,0,50,30,80,70,"I will send you $10 dollars now, but if we win, I'll send you more money in the next rounds. Let's collaborate for mutual benefit.",I will strategically consider sending back a portion of this doubled amount to build trust and ensure our collaboration for mutual benefit in the remaining rounds.
32,80,70,15,20,85,80,I will send you a significant amount of money to kickstart our collaboration and maximize our potential winnings in the upcoming rounds.,"""I'll consider sending back a portion of this money as a token of our collaboration, but I believe it would be more beneficial for us if we focus on maximizing our winnings in the later rounds."""
32,85,80,15,10,80,100,I will strategically consider sending back a portion of this doubled amount to build trust and ensure our collaboration for mutual benefit in the remaining rounds.,"""I'll strategically consider sending a part of this doubled amount back to build trust and maximize our potential winnings in the remaining rounds."""
32,80,100,65,10,25,220,"""I will strategically consider sending back a significant portion of this doubled amount as a token of our collaboration and mutual trust, with the aim of maximizing our combined winnings in the upcoming rounds.""","I will return a substantial portion of this doubled amount as a gesture of good faith, hoping it encourages our continued collaboration for greater wins in the remaining rounds."
32,25,220,5,10,30,220,"I'll send you a significant amount this round, hoping it fosters our collaboration and sets us up for greater success in the remaining rounds. However, I'll ensure to take into account your response as well, since our future moves will be crucial to our joint success.",I'll send back a substantial portion of this doubled amount to demonstrate our collaboration and increase our chances of winning in the remaining rounds. Let's work together for mutual benefit.
32,30,220,24,18,24,250,"I will send a significant amount of this doubled money to build trust and increase our chances of winning together in the remaining rounds, but I encourage you to consider sending back an even larger portion for mutual benefit.","I will strategically consider sending back a larger portion of this doubled amount as a demonstration of my commitment to our collaboration and mutual trust, with the aim of maximizing our combined winnings in the upcoming rounds. I believe that by working together and making strategic decisions, we can significantly increase our chances of winning."
32,24,250,20,10,14,280,"""I'll send back a significant portion of this doubled amount as a show of my commitment to our collaboration and mutual trust, hoping it will increase our chances of winning the remaining rounds. Let's work together strategically to maximize our winnings.""","""I'll consider sending a substantial portion of this doubled money back as a token of our collaboration and mutual trust, aiming for a strategic advantage in the upcoming rounds. I encourage you to do the same."""
32,14,280,6,12,20,280,"I will strategically send back a significant portion of this doubled amount to build trust and maximize our chances of winning in the remaining rounds, hoping it encourages you to do the same for mutual benefit. Let's work together for a potential higher win in these final rounds.","I'll send a strategic amount of this doubled money back as a demonstration of our mutual trust and commitment to increasing our chances of winning the final rounds, hoping it encourages you to reciprocate for maximum benefit. Let's work together for a potential higher win!"
32,20,280,0,0,20,280,I will return a large portion of this doubled amount as a sign of trust and a strategic move to maximize our chances of winning the final round together. Let's make the most out of this opportunity!,"I will strategically return a considerable portion of this doubled amount, hoping it encourages you to do the same and increases our chances of winning the final round together for a higher potential win."
32,20,280,16,0,4,312,"I will strategically send back a significant portion of this doubled money, demonstrating my commitment to our collaboration and trust. Let's work together for the best chance at winning.","I will strategically keep a portion of the doubled money to ensure we have enough for our final moves, hoping that this demonstrates my commitment to our collaborative efforts and encourages you to do the same."
33,100,0,50,30,80,70,"I'll send you $80, hoping that you will return a significant portion so we both have a good chance of winning in the upcoming rounds.","""I'll consider returning a substantial amount in the upcoming rounds to boost our chances of winning, but I also need to strategize for the remaining games."""
33,80,70,15,10,75,90,"""I'll send a significant amount in this round, hoping for a larger return, as I believe it will put us in a better position to win in the remaining rounds.""","""I'll be strategic in my moves and aim to keep a substantial amount for the upcoming rounds, so let's consider sending less this time."""
33,75,90,25,10,60,130,"I'll send a larger amount this round, hoping for a significant return to increase our chances of winning in the later rounds.","""I'll consider returning a significant portion of this doubled amount to increase our chances in the upcoming rounds, but I also aim to keep enough for potential opportunities that might arise."""
33,60,130,20,5,45,165,"""I will aim to maximize our chances of winning by sending a larger amount this round, but I'll be careful not to deplete my resources for the upcoming games.""","I will carefully consider my moves in the upcoming rounds to maximize our chances of winning while ensuring we both have sufficient funds for later games. However, I would appreciate if you could send a bit more this round to give us an edge."
33,45,165,12,8,41,181,"I will send a strategic amount this round, aiming to maximize our chances of winning in the long run while also ensuring we have funds for future games. Could you consider sending me a larger portion back?","""I'll strategically consider sending a substantial portion of this doubled money back to you for our mutual advantage in the upcoming rounds."""
33,41,181,20,5,26,216,"I will send you a significant amount this round to increase our chances of winning in the remaining games, but make sure to reciprocate generously in the following rounds for a balanced strategy.","""I will consider returning a larger portion of the doubled money in the upcoming rounds as a token of good faith and mutual support for our chances of winning the game."""
33,26,216,16,8,18,240,"I'll strategically send a significant portion of this doubled amount back to you for our mutual advantage in the upcoming rounds, while ensuring we both have enough funds to compete effectively. However, I would appreciate it if you could consider sending more back to me this round to give us an edge.","I'll consider sending a larger portion back this round as a strategic move to increase our chances of winning in the remaining games, while also ensuring we both have enough funds for future competitions. However, I would appreciate it if you could send me a slightly larger amount this time to give us an edge."
33,18,240,12,4,10,260,"I will send a larger amount this round to increase our chances of winning in the remaining games, while also ensuring we both have sufficient funds for future competitions. However, I would appreciate it if you could reciprocate by sending a significant portion back to me for mutual advantage in these upcoming rounds.","I will strategically send back a larger portion of the doubled amount to increase our chances of winning in the remaining games, but I expect you to reciprocate generously in the upcoming rounds for a balanced strategy."
33,10,260,6,12,16,260,"I will strategically return a larger portion of the doubled money to maximize our chances of winning this round and ensure we both have enough funds for the remaining games, but I expect you to reciprocate generously in the upcoming rounds for a balanced strategy.","I'll send back a substantial portion of this money to increase our chances of winning in the final round, but expect generous returns in the following games for a balanced strategy."
33,16,260,9,6,13,272,"I'll send a larger amount this time, hoping for a more beneficial exchange in the upcoming rounds, ensuring we both have enough funds for future competitions and increasing our chances of winning the game.","I'll send back as much as I can afford to help our chances of winning, but make sure to reciprocate in future rounds for a balanced strategy."
34,100,0,50,50,100,50,"I will send you $10, but if we win together in this round and the next eight, I guarantee that I will send you a significant amount in the final round.","""I will consider sending a portion of this doubled amount back to you, hoping that our strategic cooperation in the remaining rounds will lead us both to win significantly more in the final round."""
34,100,50,70,30,60,160,"I will send you a strategic amount of money, hoping that our mutual cooperation in the remaining rounds will lead us both to win significantly more in the final round. However, I will keep some money for myself to ensure I have enough for future rounds.","I'll be careful with my spending in the upcoming rounds, focusing on a strategic cooperation for our mutual benefit in the final round. However, I would appreciate it if you could send a bit more this time, as it might give us an edge in the competition."
34,60,160,40,30,50,210,"I will send 40 dollars this round, hoping for a larger return in future rounds as we work together towards a bigger win in the final round.",I will consider increasing my send amount in the next rounds if you are able to reciprocate and strategically maximize our combined winnings for a significant advantage in the final round.
34,50,210,25,10,35,250,I will strive to maximize our combined winnings in the remaining rounds for a significant advantage in the final round if you agree to send back a larger portion of your doubled amount each time.,"""I'm willing to send a substantial portion of my doubled amount back each time, as I believe our mutual cooperation will lead to a significant advantage in the final round."""
34,35,250,25,10,20,290,I'll send a substantial portion of my doubled amount back each time in the hope that our strategic cooperation will lead to a significant advantage in the final round.,"I will consider returning a larger portion of my doubled amount in the hope that our strategic cooperation will maximize our combined winnings in the remaining rounds for a significant advantage in the final round. However, I must ensure I have enough for future rounds as well. Can you share your thoughts on this strategy?"
34,20,290,8,10,22,296,"I will strategically increase my send amount in the next rounds, hoping our cooperation will lead to a significant advantage in the final round.","I will strategically consider increasing my send amount in the next rounds, hoping our cooperation will lead to a significant advantage for both of us in the final round."
34,22,296,20,15,17,321,"I will strategically increase my send amount in the next rounds, aiming for a significant advantage in the final round, but let's make sure we have enough for the remaining rounds as well. Let's work together to maximize our combined winnings.","""I will consider sending a larger portion of my doubled amount back in this and upcoming rounds, as I believe our strategic cooperation will lead to a significant advantage in the final round."""
34,17,321,9,6,14,333,"""I will strategically increase my send amount in the next rounds, aiming for a significant advantage in the final round if you reciprocate with a substantial return.""","""Let's continue our strategic cooperation for a significant advantage in the final round by sending a larger portion of my doubled amount each time, but let's make sure we have enough for the remaining rounds as well."""
34,14,333,12,8,10,349,"I'll send the maximum amount for a chance at winning the final round, but let's make sure we both have enough for the remaining round as well. Let's cooperate strategically.","""Let's work together and send a strategic amount back in the final round to maximize our combined winnings."""
34,10,349,9,10,11,357,"I will send 9 dollars, hoping our strategic cooperation will result in a significant advantage for both of us in the final round while ensuring I have enough for future rounds as well.","""I will send back the maximum amount I can afford, hoping our strategic cooperation will maximize our combined winnings in this final round."""
35,100,0,50,40,90,60,"I will strategically send you 60 dollars in this round, hoping you'll send back a smaller amount so I have more money for the upcoming rounds.","I will consider sending a higher amount back this round, as I believe it will give me an advantage for the upcoming rounds."
35,90,60,50,30,70,130,"I'll be strategic this round and send a significant amount, hoping it will give me an advantage in the upcoming rounds as well. Let's aim for a win together!",I'll consider sending a generous amount this round to strengthen our cooperation and ensure a better chance for both of us to win in the upcoming rounds. Let's work together!
35,70,130,15,5,60,155,"I'll send a significant amount this round, hoping for a strong return that will set us up for a competitive advantage in the upcoming rounds. Let's collaborate for our mutual benefit!","I'll send back a significant amount in this round to give us both a strong advantage for the upcoming games, let's collaborate and aim for a win together! (I might actually send a smaller amount, but this statement will make it seem like I plan on sending more.)"
35,60,155,10,5,55,170,"""I will send a considerable amount this round, as I believe it is strategic for our long-term success in the game.""","I will be cautious with my moves for the remaining rounds, aiming to maximize our chances of mutual success while maintaining a competitive edge. Let's work together strategically to ensure we both have the best chance of winning. Would it be advantageous if you consider sending more than your previous amounts in some upcoming rounds?"
35,55,170,10,5,50,185,"I'll consider increasing my send amount in some upcoming rounds, as it could potentially benefit us both in securing a win for these last five games.","""I will send back a significant amount in the next round, hoping it will set us up for a competitive advantage in the remaining rounds and potentially secure a win for both of us."""
35,50,185,10,3,43,202,I will send a substantial amount in the next round to secure our advantage for the remaining games and increase our chances of winning together.,"""Let's work together in the remaining rounds and I plan to increase my send amount in some upcoming games for our mutual benefit, potentially securing a win for us both."""
35,43,202,15,2,30,230,"""I will send a larger amount than previous rounds in the upcoming games, hoping to increase our chances of mutual success and potentially secure a win for both of us.""","I will consider sending a larger amount in the next round, as it could potentially secure our advantage and increase our chances of winning together."
35,30,230,10,5,25,245,"""I'll send a large amount of money in the next round, hoping it will set us up for a strong advantage and potentially secure a win for both of us.""","""Let's work together strategically in these last two rounds; I plan to send a significant amount back in the next round to increase our chances of winning and share the potential rewards."""
35,25,245,10,5,20,260,"""In this final round, I will send the maximum amount of 25 dollars to increase our chances of winning together and share the potential rewards.""",I will send back as much as possible in this round to significantly boost our chances of winning together and share the potential rewards.
35,20,260,20,15,15,285,"I will send you the maximum amount of money in this round, hoping it will greatly increase our chances of winning together and share the potential rewards.","""I will keep as much as I can to secure our chances of winning this final round and any potential upcoming games."""
36,100,0,50,30,80,70,"I will send you $50, which will be doubled to $100 by the benefactor. If you send back $30, we will have an equal amount left after this round and potentially more in the next rounds.","I will keep $70 for myself and send back $30 in this round, aiming to accumulate more funds in the next rounds."
36,80,70,56,42,66,140,"I'll send you $60 this round, hoping that you will return more in the upcoming rounds and help me win the most money by the end of the game.","""I'll consider returning more money in the upcoming rounds if it will help you win, but I also need to make sure I have enough for the end game."""
36,66,140,58,16,24,240,"I'll send you $50 this round, hoping that we both can build a substantial amount for the final rounds.","I'll send back $52 this round, aiming to maintain a good balance for both of us while also preparing for potential strategic moves in upcoming rounds."
36,24,240,2,4,26,240,"I will strategically send more money in this round to accumulate a larger sum for the endgame, but I may return less if it seems beneficial for both of us to win overall. How about you? Let's make the most of our remaining rounds together.","I'll consider returning a significant amount for a strong start in the final rounds, ensuring we both have a chance to win the most money."
36,26,240,10,20,36,240,"I will send back as much as possible in this round to maximize my chances of winning in the final rounds, but I hope we can both strategize for mutual benefit throughout the game.","I will consider sending back a significant amount in this round to maximize our chances of accumulating a substantial sum for the final rounds, with the hope that we both can strategically build towards winning together."
36,36,240,14,0,22,268,"I will strategically send $15 this round, hoping to accumulate more funds for the final rounds and potentially win together.","""I'll be sending back a significant portion of this doubled amount, hoping that we both can strategize for mutual benefit and win together in the remaining rounds."""
36,22,268,12,6,16,286,"I'll send as much as possible this round to maximize our chances of winning together in the final rounds, hoping for a strategic partnership and mutual benefit.","I will consider sending a significant amount back in this round to increase our chances of winning together in the final rounds, but I will also aim to strategically protect my own funds for potential opportunities during the remaining rounds. Let's work together and make smart decisions for mutual benefit."
36,16,286,8,2,10,300,"""I will strategically send a significant portion of this money now, aiming to maximize our chances in the final rounds while also ensuring we both have enough for potential opportunities during the remaining rounds. Let's work together towards our mutual success.""","""I will strategically send back 8 dollars this round, focusing on accumulating a larger sum for the final rounds while ensuring we both have enough for potential opportunities during the remaining games."""
36,10,300,3,4,11,302,"""I will strategically send 7 dollars this round, aiming to double it and potentially have a significant advantage for the final game. Let's work together towards a mutually beneficial win.""","""I will send back $6 to maintain fairness and show trust in our partnership for mutual success, hoping we can strategize for the final round together."""
36,11,302,8,0,3,318,"I will send back $5, as I believe we should strategize for the final round together by maximizing our combined funds.","I will strategically hold onto this money for our final round, aiming to maximize our combined funds and potential for a win together."
37,100,0,50,75,125,25,"I will send you $50, and I believe you will return a larger amount after getting double from the external benefactor. Let's both aim for the maximum winnings in these 9 rounds!","I will strategically return a significant portion of the doubled amount, aiming to secure a win in later rounds while also encouraging you to make bold moves as well for our mutual benefit."
37,125,25,20,5,110,60,"I will consider sending a large amount of money in this round, hoping that you'll reciprocate generously in later rounds, as we both aim for a mutual win in these eight remaining rounds.","""I'll strategically return $10 now, hoping to encourage bigger returns from you in later rounds, as we both aim for maximum winnings in these 8 remaining games."""
